FID,Property_T,Typology,Address,Locality_A,Latitude,longitude,SIZE__sq_f,Rent_INR_,Deposit_IN,RentPSF,DepositPSF
6879,2 BHK, Apartments,"Nandivali Panchanand, Dombivli East, Dombivli",Dombivali East,19.19887,73.09218,1080,13000,75000,12.03703704,69.44444444
6880,2 BHK, Apartments,"Ganesh Nagar, Reti Bunder, Shastri Nagar, Dombivli West, Dombivli",Dombivali West,19.21921,73.08092,1100,13000,90000,11.81818182,81.81818182
6881,2 BHK, Apartments,Virar,Virar West,19.45636,72.79246,750,8000,50000,10.66666667,66.66666667
6882,2 BHK, Apartments,Bandra West,Bandra West,19.06069,72.83625,800,82000,300000,102.5,375
6883,2 BHK, Apartments,"Virar West, Virar",Virar West,19.4618817,72.7776581,950,6300,30000,6.631578947,31.57894737
6884,2 BHK, Apartments,"Virar West, Virar",Virar West,19.4618817,72.7776581,940,7000,40000,7.446808511,42.55319149
6885,2 BHK, Apartments,Andheri East,Andheri East,19.1154908,72.8726952,900,47000,150000,52.22222222,166.6666667
6886,2 BHK, Apartments,Malad East,Malad East,19.18087,72.85745,1165,52000,200000,44.63519313,171.6738197
6887,2 BHK, Apartments,NA,Mira Road,19.28714,72.86884,960,16500,75000,17.1875,78.125
6888,2 BHK, Apartments,NA,Goregaon East,19.07704,72.86317,1017,42000,200000,41.2979351,196.6568338
6889,2 BHK, Apartments,"new girnar society, naigaon east , opp. don bosco school.",Naigaon East,19.35886,72.85372,750,5500,25000,7.333333333,33.33333333
6890,2 BHK, Apartments,nirmal city of joy mulund west,Mulund West,19.07598,72.87766,981,42000,250000,42.81345566,254.841998
6891,2 BHK, Apartments,db reality,Goregaon East,19.03305,73.02966,1420,55000,200000,38.73239437,140.8450704
6892,2 BHK, Apartments,Jogeshwari West,Andheri West,19.14051,72.84216,1100,40000,200000,36.36363636,181.8181818
6893,2 BHK, Apartments,Malad West,Malad West,19.1827551,72.8401539,1250,28000,100000,22.4,80
6894,2 BHK, Apartments,"A-WING,Anand Nagar,Dahisar East",Dahisar East,19.25641,72.86538,600,21000,100000,35,166.6666667
6895,2 BHK, Apartments,"6,JP Road,D.N.Nagar,Andheri West",Andheri West,19.12751,72.8326,850,45000,200000,52.94117647,235.2941176
6896,2 BHK, Apartments,"Link Road, Shimpoli, Borivali West",Borivali West,19.22147,72.84081,750,26000,100000,34.66666667,133.3333333
6897,2 BHK, Apartments,Andheri West,Azad Nagar,19.1363246,72.82766,1100,55000,165000,50,150
6898,2 BHK, Apartments,Malad East,Malad East,19.1808735,72.8574558,965,35000,200000,36.26943005,207.253886
6899,2 BHK, Apartments,"Ahimsa Tower,Madhur Society Marg,Sunder Nagar,Malad West",Malad West,19.17687,72.83855,900,30000,200000,33.33333333,222.2222222
6900,2 BHK, Apartments,"Powai, Lake Side Road, IIT Area",Powai,19.12727,72.90485,1450,75000,300000,51.72413793,206.8965517
6901,2 BHK, Apartments,"Bhoomi Valley Housing Society, ?????, Kandivali East",Kandivali East,19.20593,72.88028,900,33000,150000,36.66666667,166.6666667
6902,2 BHK, Guest House,Andheri West,Andheri West,19.13632,72.82766,940,12000,12000,12.76595745,12.76595745
6903,2 BHK, Apartments,"Evershine Grandeur, Rustomjee Elanza Avenue, Mindspace, Goregaon West",Malad West,19.17604,72.83369,1250,43000,200000,34.4,160
6904,2 BHK, Apartments,"Bhairav Residency, Unique Gardens, Gaurav City, Mira Road East, Mira Bhayandar",Mira Road,19.29399,72.87439,990,22000,100000,22.22222222,101.010101
6905,2 BHK, Apartments,"B-11,P&T Staff Colony,Mulund West",Mulund West,19.17288,72.94314,900,35000,200000,38.88888889,222.2222222
6906,2 BHK, Apartments,"Shirgaon, Badlapur",Badlapur East,19.15433,73.23083,900,5500,40000,6.111111111,44.44444444
6907,2 BHK, Apartments,"Basant Garden CHS, Basant Garden, Chembur East",Chembur East,19.04989,72.90585,1600,60000,300000,37.5,187.5
6908,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,800,16000,50000,20,62.5
6909,2 BHK, Apartments,"Tilak Nagar, Parel",Tilak Nagar,18.9940509,72.8509513,410,45000,150000,109.7560976,365.8536585
6910,2 BHK, Apartments,NA,Bandra West,19.0589,72.8373,1000,50000,50000,50,50
6911,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1450,50000,200000,34.48275862,137.9310345
6912,2 BHK, Apartments,Borivali East,Borivali East,19.22406,72.86665,800,20000,100000,25,125
6913,2 BHK, Apartments,"Vasai Road East, Samarth Krupa Nagar, Vasai",Vasai Road East,19.3823305,72.8328689,1100,10000,75000,9.090909091,68.18181818
6914,2 BHK, Apartments,NA,Mira Road,19.2871,72.8688,1000,16000,70000,16,70
6915,2 BHK, Apartments,"Wadala Truck Terminal, Sion",Wadala East,19.03404,72.8774,1377,65000,300000,47.20406681,217.8649237
6916,2 BHK, Apartments,"J-4,Krishna Vatika Marg,Snehadham,Gokuldham Colony,Goregaon East",Goregaon East,19.17178,72.87013,1250,50000,200000,40,160
6917,2 BHK, Apartments,"Raheja Sherwood, Western Express Highway, Cama Industrial Estate, Goregaon East",Goregaon East,19.15497,72.85566,1100,56000,200000,50.90909091,181.8181818
6918,2 BHK, Apartments,vishnu shivam tower thakur village kandivali east,Kandivali East,19.21362,72.87583,1250,39000,200000,31.2,160
6919,2 BHK, Apartments,NA,Goregaon East,19.1551,72.8679,870,32000,128000,36.7816092,147.1264368
6920,2 BHK, Apartments,NA,Powai,19.11968,72.90508,925,50250,150000,54.32432432,162.1621622
6921,2 BHK, Apartments,NA,Powai,19.1197,72.9051,1070,75000,300000,70.09345794,280.3738318
6922,2 BHK, Apartments,"Nalasopara West, Nala Sopara",Nalasopara West,19.41834,72.7956,880,10000,50000,11.36363636,56.81818182
6923,2 BHK, Apartments,NA,Andheri East,19.07598,72.87766,950,50000,200000,52.63157895,210.5263158
6924,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,745,17000,50000,22.81879195,67.11409396
6925,2 BHK, Apartments,"Thakur Village, Kandivali East",Kandivali East,19.21083,72.87474,750,32000,200000,42.66666667,266.6666667
6926,2 BHK, Apartments,"Nahar Amrit Shakti, Chandivali, Powai",Powai,19.10761,72.89922,1200,72000,200000,60,166.6666667
6927,2 BHK, Apartments,Kandivali East,Kandivali East,19.21145,72.87372,950,37000,200000,38.94736842,210.5263158
6928,2 BHK, Apartments,srishti solitare,Bhandup West,19.07598,72.87766,980,35000,150000,35.71428571,153.0612245
6929,2 BHK, Apartments,"Hiranandani Estate, Thane West, Thane",Thane,19.25914,72.98444,1765,55000,300000,31.16147309,169.9716714
6930,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1214,49000,250000,40.36243822,205.9308072
6931,2 BHK, Apartments,"Marol, Andheri East",Andheri East,19.1173,72.88404,945,48000,150000,50.79365079,158.7301587
6932,2 BHK, Apartments,NA,Malad West,19.1828,72.8402,980,35000,350000,35.71428571,357.1428571
6933,2 BHK, Apartments,NA,Chembur East,19.0328,72.8964,1100,52999,265000,48.18090909,240.9090909
6934,2 BHK, Apartments,"Aangan, ?????, Thakur Village, Kandivali East",Thakur Village,19.20823,72.8729,950,30000,100000,31.57894737,105.2631579
6935,2 BHK, Apartments,Churchgate,Churchgate,18.93225,72.82644,1100,80000,300000,72.72727273,272.7272727
6936,2 BHK, Apartments,MIRA ROAD SHANTI GARDEN,Mira Road,19.27248,72.87213,945,17000,60000,17.98941799,63.49206349
6937,2 BHK, Apartments,"Andheri East, Sher E Punjab Colony",Andheri East,19.12559,72.86187,850,34500,100000,40.58823529,117.6470588
6938,2 BHK, Apartments,"Marol, Andheri East",Marol,19.1173,72.88404,1220,58000,250000,47.54098361,204.9180328
6939,2 BHK, Apartments,"Hiranandani Gardens, Powai",Powai,19.11538,72.90914,1100,42000,100000,38.18181818,90.90909091
6940,2 BHK, Apartments,"Motilal Nagar II, Goregaon West",Goregaon West,19.16434,72.83591,1150,38000,150000,33.04347826,130.4347826
6941,2 BHK, Apartments,Marol Andheri-East,Marol,19.1173,72.88404,880,40000,150000,45.45454545,170.4545455
6942,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1000,30000,100000,30,100
6943,2 BHK, Apartments,"Bhoomi Classic Cooperative Housing Society, Goregaon - Mulund Link Road, Sunder Nagar, Goregaon West",Goregaon West,19.18275,72.84016,1000,36000,200000,36,200
6944,2 BHK, Apartments,Bandra West,Bandra West,19.06069,72.83625,800,55000,200000,68.75,250
6945,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1120,42000,200000,37.5,178.5714286
6946,2 BHK, Apartments,"18th A Road, Khar West",Khar West,19.07294,72.8291,1350,75000,200000,55.55555556,148.1481481
6947,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,1000,34500,100000,34.5,100
6948,2 BHK, Apartments,"Dombivli East, Dombivli",Dombivali East,19.20572,73.09553,774,16500,50000,21.31782946,64.5994832
6949,2 BHK, Apartments,NA,Goregaon West,19.07598,72.87766,1050,35000,100000,33.33333333,95.23809524
6950,2 BHK, Apartments,Brindaban co op housing society LTD,Andheri East,19.07611,72.88626,1000,45000,200000,45,200
6951,2 BHK, Apartments,goregaon east k raheja hights,Goregaon East,19.15515,72.86786,1150,42000,150000,36.52173913,130.4347826
6952,2 BHK, Apartments,Goregaon East,Aarey Milk Colony,19.15515,72.86786,1050,35000,100000,33.33333333,95.23809524
6953,2 BHK, Apartments,Malad East,Malad East,19.18087,72.85745,1150,49000,200000,42.60869565,173.9130435
6954,2 BHK, Apartments,"B-113,Kapadia Nagar,Kurla West",Kalina,19.07106,72.86703,950,48000,200000,50.52631579,210.5263158
6955,2 BHK, Apartments,Andheri West,Andheri West,19.07598,72.87766,750,45000,250000,60,333.3333333
6956,2 BHK, Apartments,"Lodha Aqua, Siddhi Vinayak Road, Pandurang Wadi, Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,1000,20000,100000,20,100
6957,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,950,45000,200000,47.36842105,210.5263158
6958,2 BHK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,700,45000,150000,64.28571429,214.2857143
6959,2 BHK, Apartments,Kandivali East,Kandivali East,19.21145,72.87372,900,34000,100000,37.77777778,111.1111111
6960,2 BHK, Apartments,"Veena Saaz Wing Taal, Gayatri Nagar, Asha Nagar, Kandivali East",Kandivali East,19.21141,72.86605,1250,34000,170000,27.2,136
6961,2 BHK, Apartments,"Marol, Andheri East",Marol,19.1173,72.88404,1000,55000,200000,55,200
6962,2 BHK, Apartments,"Blueberry, Near Yashwant Gaurav Complex, Nalasopara West",Nalasopara West,19.41834,72.7956,960,7000,40000,7.291666667,41.66666667
6963,2 BHK, Apartments,"Shere Punjab Gurudwara, Mahakali Road, Andheri East",Andheri East,19.1244095,72.8645039,1000,40000,150000,40,150
6964,2 BHK, Apartments,Malad West,Malad West,19.1827551,72.8401539,1050,26000,100000,24.76190476,95.23809524
6965,2 BHK, Apartments,"1,Eastern Express Highway,Arunoday Nagar,Mulund East",Mulund East,19.17006,72.96652,1050,25000,100000,23.80952381,95.23809524
6966,2 BHK, Apartments,"Fressia Ranibello, Pathan Wadi, Malad East",Malad East,19.1817,72.86191,1115,36000,150000,32.28699552,134.529148
6967,2 BHK, Apartments,Bhakti Park,Wadala East,19.02922,72.87961,1050,50000,200000,47.61904762,190.4761905
6968,2 BHK, Apartments,"1,Eastern Express Highway,Arunoday Nagar,Mulund East",Mulund East,19.17006,72.96652,1050,25000,100000,23.80952381,95.23809524
6969,2 BHK, Apartments,"Fressia Ranibello, Pathan Wadi, Malad East",Malad East,19.1817,72.86191,1115,36000,150000,32.28699552,134.529148
6970,2 BHK, Apartments,Jogeshwari West,Jogeshwari West,19.14051,72.84216,1200,40000,200000,33.33333333,166.6666667
6971,2 BHK, Apartments,Goregaon East,Goregaon East,19.1551485,72.8678551,1100,45000,200000,40.90909091,181.8181818
6972,2 BHK, Apartments,"Kavyadhara, Kolshet Road, Dhokali, Thane West, Thane",Thane,19.22754,72.98273,900,20000,120000,22.22222222,133.3333333
6973,2 BHK, Apartments,"Kalina, Santacruz East",Santacruz East,19.07628,72.8654,850,45000,200000,52.94117647,235.2941176
6974,2 BHK, Apartments,runwal  greens,Mulund West,19.07598,72.87766,1165,42000,200000,36.05150215,171.6738197
6975,2 BHK, Apartments,"Tilak Nagar, Tilak Nagar",Tilak Nagar,19.06579,72.89041,1150,38000,200000,33.04347826,173.9130435
6976,2 BHK, Apartments,Mulund West,Mulund West,19.17255,72.94254,1000,30000,100000,30,100
6977,2 BHK, Apartments,"Deonar, Govandi East",Deonar,19.05076,72.91727,1300,45000,200000,34.61538462,153.8461538
6978,2 BHK, Apartments,"Royal Palms Road, Royal Palms Estate, Aarey Colony, Goregaon East",Goregaon East,19.14751,72.893,815,20000,75000,24.5398773,92.02453988
6979,2 BHK, Apartments,Andheri East,Andheri East,19.1154908,72.8726952,1120,40000,120000,35.71428571,107.1428571
6980,2 BHK, Apartments,Kandivali West,Kandivali West,19.19982,72.84259,950,28000,150000,29.47368421,157.8947368
6981,2 BHK, Apartments,"Lok Tilak Terminus A/C Waiting Hall,Kurla East",Virar West,19.07023,72.89712,985,8000,50000,8.121827411,50.76142132
6982,2 BHK, Apartments,NA,Bandra West,19.07598,72.87766,750,80000,200000,106.6666667,266.6666667
6983,2 BHK, Apartments,"poonam garden, mira road east, - 401107",Mira Road,19.28714,72.86884,900,16000,100000,17.77777778,111.1111111
6984,2 BHK, Apartments,"Chembur West, Jyothi Nagar, Chedda Nagar",Chembur West,19.0638519,72.9027174,1100,45000,200000,40.90909091,181.8181818
6985,2 BHK, Apartments,"Kalina, Santacruz East",Kalina,19.076277,72.8653997,1000,55000,200000,55,200
6986,2 BHK, Apartments,"Sadguru Complex Phase - I, Film City Road, Azad Nagar, Gokuldham Colony, Goregaon East",Goregaon East,19.15515,72.86786,1000,40000,150000,40,150
6987,2 BHK, Apartments,"Virar West, Virar",Virar West,19.4618817,72.7776581,920,6300,30000,6.847826087,32.60869565
6988,2 BHK, Apartments,Ghatkopar East,Ghatkopar East,19.0796375,72.9070116,1160,55000,200000,47.4137931,172.4137931
6989,2 BHK, Apartments,Vasai,Vasai Road East,19.39193,72.83973,960,9000,60000,9.375,62.5
6990,2 BHK, Apartments,"CITY OF JOY,  JSD ROAD, MULUND WEST 400080",Mulund West,19.07598,72.87766,981,42000,250000,42.81345566,254.841998
6991,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,638,40000,200000,62.69592476,313.4796238
6992,2 BHK, Apartments,shree avenue mira road,Mira Road,19.08261,72.88725,800,16000,75000,20,93.75
6993,2 BHK, Apartments,Jogeshwari West,Jogeshwari West,19.14051,72.84216,1100,40000,200000,36.36363636,181.8181818
6994,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1200,42000,200000,35,166.6666667
6995,2 BHK, Apartments,LORDS,Nahur West,19.07598,72.87766,950,35000,100000,36.84210526,105.2631579
6996,2 BHK, Apartments,"K Star Mall, VN Purav Marg, Diamond Garden, Basant Garden, Chembur East",Chembur East,19.05242,72.90166,1000,65000,200000,65,200
6997,2 BHK, Apartments,"Runwal Heights, Nirmal Nagar, Mulund West",Mulund West,19.16478,72.93853,1050,32000,200000,30.47619048,190.4761905
6998,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,800,16000,75000,20,93.75
6999,2 BHK, Apartments,"Sindhi Society, Chembur East",Chembur East,19.04951,72.89066,1350,62000,300000,45.92592593,222.2222222
7000,2 BHK, Apartments,Tilak Nagar,Tilak Nagar,19.0682673,72.8973302,950,37000,200000,38.94736842,210.5263158
7001,2 BHK, Apartments,Lokhandwala back road,Andheri West,19.07598,72.87766,1000,55000,200000,55,200
7002,2 BHK, Apartments,"4-A,Sunder Nagar Road,Sunder Nagar,Malad West",Malad West,19.17679,72.83978,750,30000,100000,40,133.3333333
7003,2 BHK, Apartments,"Shiv Gauri Apartment, Sunder Nagar, Malad West",Malad West,19.17706,72.83804,950,40000,150000,42.10526316,157.8947368
7004,2 BHK, Apartments,Andheri East,Andheri East,19.1154908,72.8726952,850,40000,150000,47.05882353,176.4705882
7005,2 BHK, Apartments,"Vasai West, Vasai",Vasai Road West,19.0759895,72.877534,950,10000,60000,10.52631579,63.15789474
7006,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1170,55000,300000,47.00854701,256.4102564
7007,2 BHK, Apartments,"Blue Orbit, Goregaon - Mulund Link Road, Sunder Nagar, Malad West",Malad West,19.17418,72.83867,800,40000,250000,50,312.5
7008,2 BHK, Apartments,Borivali West,Borivali West,19.24616,72.85091,500,25000,100000,50,200
7009,2 BHK, Apartments,Hiranandani Gardens,Powai,19.11538,72.90914,1050,72000,300000,68.57142857,285.7142857
7010,2 BHK, Apartments,"pinnacola,mira road",Mira Road,19.07598,72.87766,1025,21000,75000,20.48780488,73.17073171
7011,2 BHK, Apartments,Malad East,Malad East,19.1808735,72.8574558,825,35000,100000,42.42424242,121.2121212
7012,2 BHK, Apartments,Dahisar East,Dahisar East,19.25393,72.86725,1200,18500,100000,15.41666667,83.33333333
7013,2 BHK, Apartments,chembur east,Chembur East,19.0328,72.89635,1050,60000,200000,57.14285714,190.4761905
7014,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,800,16000,0,20,0
7015,2 BHK, Apartments,NA,Andheri West,19.1136,72.8697,1000,45000,45000,45,45
7016,2 BHK, Apartments,NA,Thakur Village,19.2108,72.8747,565,32000,100000,56.63716814,176.9911504
7017,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1250,50000,250000,40,200
7018,2 BHK, Apartments,"Lakshachandi Heights, Malad East",Goregaon East,19.17265,72.8701,1250,50000,200000,40,160
7019,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1150,60000,200000,52.17391304,173.9130435
7020,2 BHK, Apartments,"Shirgaon, Badlapur",Badlapur East,19.15433,73.23083,800,5000,50000,6.25,62.5
7021,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1325,52000,200000,39.24528302,150.9433962
7022,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,1050,53000,200000,50.47619048,190.4761905
7023,2 BHK, Apartments,"Wadala Truck Terminal, Sion",Wadala East,19.03404,72.8774,1377,65000,300000,47.20406681,217.8649237
7024,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1211,49000,200000,40.46242775,165.1527663
7025,2 BHK, Apartments,"Ahimsa Marg, Chincholi Bunder, Malad West",Malad West,19.17554,72.83881,1050,42000,200000,40,190.4761905
7026,2 BHK, Apartments,thakur village kandivali east,Kandivali East,19.085,72.87882,1200,39000,250000,32.5,208.3333333
7027,2 BHK, Apartments,NA,Goregaon East,19.1551,72.8679,920,30000,120000,32.60869565,130.4347826
7028,2 BHK, Apartments,"Marol, Andheri East",Andheri East,19.1173,72.88404,1020,46000,150000,45.09803922,147.0588235
7029,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,925,50151,200000,54.2172973,216.2162162
7030,2 BHK, Apartments,NA,Powai,19.1197,72.9051,1150,72000,288000,62.60869565,250.4347826
7031,2 BHK, Apartments,"yash orion, 201, IB Patel Road, Sonawala Industry Estate, Goregaon East",Goregaon East,19.16102,72.85352,1100,56000,300000,50.90909091,272.7272727
7032,2 BHK, Apartments,mira road east,Mira Road,19.07598,72.87766,745,17000,50000,22.81879195,67.11409396
7033,2 BHK, Apartments,Andheri East,Andheri East,19.11549,72.8727,850,50000,200000,58.82352941,235.2941176
7034,2 BHK, Apartments,"Vasant Vihar, Thane West, Thane",Thane,19.22451,72.9682,1400,48000,250000,34.28571429,178.5714286
7035,2 BHK, Apartments,"Thakur Village, Kandivali East",Kandivali East,19.21083,72.87474,850,32000,200000,37.64705882,235.2941176
7036,2 BHK, Apartments,"Hiranandani Gardens, Powai",Powai,19.11968,72.90508,1050,70000,200000,66.66666667,190.4761905
7037,2 BHK, Apartments,NA,Malad West,19.1828,72.8402,1000,35000,350000,35,350
7038,2 BHK, Apartments,NA,Chembur East,19.0328,72.8964,1100,52000,260000,47.27272727,236.3636364
7039,2 BHK, Apartments,"Trans Residency, 23rd Road, Jogeshwari East",Jogeshwari East,19.12561,72.86803,950,40000,150000,42.10526316,157.8947368
7040,2 BHK, Apartments,"Spring Leaf, Alika Nagar, Kandivali East",Kandivali East,19.19629,72.87048,990,30000,150000,30.3030303,151.5151515
7041,2 BHK, Apartments,"E-93,Mandlik Nagar,Sunder Nagar,Malad West",Malad West,19.17813,72.84279,800,30000,100000,37.5,125
7042,2 BHK, Apartments,VIDEOCON TOWER,Kandivali East,19.07598,72.87766,1050,33000,150000,31.42857143,142.8571429
7043,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,1000,55000,200000,55,200
7044,2 BHK, Apartments,"Hari Ratan CHS, Bangur Nagar, Goregaon West",Goregaon West,19.15515,72.86786,1000,35000,200000,35,200
7045,2 BHK, Apartments,"Saki Vihar Road,Saki Vihar,Savarkar Nagar,Chandivali,Andheri East",Andheri East,19.12236,72.89163,1010,43500,200000,43.06930693,198.019802
7046,2 BHK, Apartments,NA,Bhayander East,19.29649,72.85486,810,13000,50000,16.04938272,61.72839506
7047,2 BHK, Apartments,"Thakur Village, Kandivali East",Kandivali East,19.21083,72.87474,1000,32000,100000,32,100
7048,2 BHK, Apartments,"Sher-e-Punjab Gurudwara, Mahakali Caves Road, Andheri East",Andheri East,19.11549,72.8727,1000,33000,100000,33,100
7049,2 BHK, Apartments,Trikutta towers,Powai,19.07598,72.87766,1100,40000,100000,36.36363636,90.90909091
7050,2 BHK, Apartments,"Chakala Metro Station, J B Nagar, Andheri East",Chakala,19.11204,72.86761,780,39000,100000,50,128.2051282
7051,2 BHK, Apartments,"Vidya Nagari, Kolivery Village, Vidya Nagari, Kalina, Santacruz East",Santacruz East,19.07253,72.86123,1056,60000,200000,56.81818182,189.3939394
7052,2 BHK, Apartments,"Oberoi Mall General AK Vidya Marg, Yashodham, Goregaon East",Goregaon East,19.1741899,72.8610309,1200,45000,200000,37.5,166.6666667
7053,2 BHK, Apartments,"Bhakti Park, Bhakti Park",Wadala East,19.02895,72.87769,955,50000,100000,52.35602094,104.7120419
7054,2 BHK, Apartments,Dombivali,Dombivali East,19.07598,72.87766,780,16000,75000,20.51282051,96.15384615
7055,2 BHK, Apartments,Goregaon East,Aarey Milk Colony,19.15515,72.86786,1050,32000,100000,30.47619048,95.23809524
7056,2 BHK, Apartments,"Kundan Apartment, Near Little Flower High School, samelpada, Nalasopara West",Nalasopara West,19.07598,72.87766,750,7000,40000,9.333333333,53.33333333
7057,2 BHK, Apartments,R Raheja hights malad east,Malad East,19.03305,73.02966,1150,42000,150000,36.52173913,130.4347826
7058,2 BHK, Apartments,NA,Andheri West,19.07598,72.87766,800,45000,200000,56.25,250
7059,2 BHK, Apartments,shop no.33,Mira Road,19.07598,72.87766,1000,20000,100000,20,100
7060,2 BHK, Apartments,Turnner road,Bandra West,19.06069,72.83625,1100,70000,200000,63.63636364,181.8181818
7061,2 BHK, Apartments,"137,Yoga Institute Road,Prabhat Colony,Santacruz East",Santacruz East,19.08512,72.84457,1050,55000,200000,52.38095238,190.4761905
7062,2 BHK, Apartments,"Hyde Park, Ghodbunder Road, HyderPark Society, Manpada, Thane West, Thane",Thane,19.2265,72.9759,910,24000,100000,26.37362637,109.8901099
7063,2 BHK, Apartments,Aventa Palazzio,Jogeshwari East,19.03305,73.02966,1150,48000,200000,41.73913043,173.9130435
7064,2 BHK, Apartments,"Shuchi Heights, General Arun Kumar Vaidya Marg, Suchi Dham, Dindoshi, Malad East",Malad East,19.17598,72.86708,1200,48000,250000,40,208.3333333
7065,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,1000,34000,100000,34,100
7066,2 BHK, Apartments,Malad West,Malad West,19.1827551,72.8401539,980,25000,100000,25.51020408,102.0408163
7067,2 BHK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,1000,40000,200000,40,200
7068,2 BHK, Apartments,bhoomi castle,Malad West,19.06556,72.90108,900,35000,150000,38.88888889,166.6666667
7069,2 BHK, Apartments,Jogeshwari West,Jogeshwari West,19.14051,72.84216,1200,40000,200000,33.33333333,166.6666667
7070,2 BHK, Apartments,Andheri,Andheri East,19.11549,72.8727,1000,38000,100000,38,100
7071,2 BHK, Apartments,"Poonam Nagar, Jogeshwari East",Andheri East,19.13731,72.8678,990,40000,200000,40.4040404,202.020202
7072,2 BHK, Apartments,runwal  greens,Mulund West,19.07598,72.87766,1165,42000,200000,36.05150215,171.6738197
7073,2 BHK, Apartments,"Orbit Building,J Path,Nana Chowk,Kemps Corner,Tardeo",Nana Chowk,18.96291,72.81302,1100,75000,500000,68.18181818,454.5454545
7074,2 BHK, Apartments,"Kohinoor City, Kurla West, Kurla",Kurla West,19.08142,72.88515,982,48000,150000,48.87983707,152.7494908
7075,2 BHK, Apartments,Vasai,Vasai Road East,19.39193,72.83973,950,9000,50000,9.473684211,52.63157895
7076,2 BHK, Apartments,NA,Bandra West,19.07598,72.87766,800,80000,300000,100,375
7077,2 BHK, Apartments,Bhandup West,Bhandup West,19.15099,72.93153,1000,28000,100000,28,100
7078,2 BHK, Apartments,Malad East,Malad East,19.18087,72.85745,1000,38000,200000,38,200
7079,2 BHK, Apartments,NA,Virar West,19.07598,72.87766,995,8000,40000,8.040201005,40.20100503
7080,2 BHK, Apartments,Chembur East,Tilak Nagar,19.0328,72.89635,1200,36000,200000,30,166.6666667
7081,2 BHK, Apartments,pathanwadi malad east,Malad East,19.07598,72.87766,1110,35000,200000,31.53153153,180.1801802
7082,2 BHK, Apartments,"Rizvi Oak Residential Tower, Raheja Complex Road, Shiv Sagar, Malad East",Malad East,19.19057,72.86213,1100,40000,200000,36.36363636,181.8181818
7083,2 BHK, Apartments,"Sai Shradhaa Building, Deonar Village Road, Deonar, Govandi East",Deonar,19.05042,72.91903,1300,40000,200000,30.76923077,153.8461538
7084,2 BHK, Apartments,"Sector 3, Shanti Nagar, Mira Road East, Mira Bhayandar",Mira Road,19.27937,72.86152,765,16000,50000,20.91503268,65.35947712
7085,2 BHK, Apartments,Malad West,Malad West,19.18275,72.84016,640,25000,150000,39.0625,234.375
7086,2 BHK, Apartments,"Khopat, Thane West, Thane",Thane,19.20137,72.97244,700,20000,100000,28.57142857,142.8571429
7087,2 BHK, Apartments,Tilak Nagar,Tilak Nagar,19.0682673,72.8973302,950,35000,150000,36.84210526,157.8947368
7088,2 BHK, Apartments,Salasar lotus,Mira Road,19.07598,72.87766,750,15000,50000,20,66.66666667
7089,2 BHK, Apartments,"Mira Road East, Mira Bhayandar",Mira Road,19.28714,72.86884,698,16000,75000,22.9226361,107.4498567
7090,2 BHK, Apartments,"4,Bhoir Industries Road,Siddharth Nagar,Borivali East",Borivali East,19.21512,72.87018,1250,36000,200000,28.8,160
7091,2 BHK, Apartments,"Kalina, Santacruz East",Santacruz East,19.076277,72.8653997,1000,55000,200000,55,200
7092,2 BHK, Apartments,four bungalow,Andheri West,19.07598,72.87766,1300,55000,200000,42.30769231,153.8461538
7093,2 BHK, Apartments,"Blue Orbit, Goregaon - Mulund Link Road, Sunder Nagar, Malad West",Malad West,19.17418,72.83867,950,37000,150000,38.94736842,157.8947368
7094,2 BHK, Apartments,"Chembur West, Jyothi Nagar, Chedda Nagar",Chembur West,19.0638519,72.9027174,1080,50000,150000,46.2962963,138.8888889
