FID,Property_T,Typology,Address,Locality_A,Latitude,longitude,SIZE__sq_f,Rent_INR_,Deposit_IN,RentPSF,DepositPSF
9227,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,700,25000,100000,35.71428571,142.8571429
9228,2 BHK, Apartments,NG Royal Park Road,Kanjurmarg East,19.13045,72.93181,900,35000,100000,38.88888889,111.1111111
9229,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,920,42000,200000,45.65217391,217.3913043
9230,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,800,40000,200000,50,250
9231,2 BHK, Apartments,"Manpada, Thane",Thane,19.23083,72.97411,1000,26000,100000,26,100
9232,2 BHK, Apartments,"158,Aala Hazrat Road,Tilak Nagar,Kurla East",Kurla West,19.07347,72.89017,1000,52000,200000,52,200
9233,2 BHK, Apartments,"HDIL Dreams Co-operative Housing Society, Lal Bahadur Shastri Marg, Bhandup West",Bhandup West,19.14661,72.93904,775,35000,150000,45.16129032,193.5483871
9234,2 BHK, Apartments,Parel,Parel West,19.00216,72.84158,1500,70000,300000,46.66666667,200
9235,2 BHK, Apartments,Kurla East,Kurla East,19.06205,72.88344,950,42000,200000,44.21052632,210.5263158
9236,2 BHK, Apartments,"Walkeshwar, Malabar Hill",Walkeshwar Road,18.95075,72.80206,1200,72000,216000,60,180
9237,2 BHK, Apartments,"Nagari Niwara Parishad Road,Krishna Society,Nagri Niwara Cooperative Housing Society,Goregaon East",Goregaon East,19.1698,72.88011,860,24000,100000,27.90697674,116.2790698
9238,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,910,48000,200000,52.74725275,219.7802198
9239,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,1150,48000,250000,41.73913043,217.3913043
9240,2 BHK, Apartments,"Shell Colony, Sahakar Nagar, Chembur East",Chembur East,19.0328,72.89635,900,40000,200000,44.44444444,222.2222222
9241,2 BHK, Apartments,"Wadala East, Wadala",Wadala East,19.00887,72.85738,800,40000,200000,50,250
9242,2 BHK, Apartments,"Ghodbunder Road, Thane West, Thane",Thane,19.27419,72.96337,1000,26000,100000,26,100
9243,2 BHK, Apartments,"LBS Marg, Vikhroli West",Vikhroli West,19.11073,72.92551,1100,48000,200000,43.63636364,181.8181818
9244,2 BHK, Apartments,"Mahim West, Mahim",Mahim West,19.03201,72.8401,1050,70000,300000,66.66666667,285.7142857
9245,2 BHK, Apartments,"AH Wadia Marg,Friends Colony,Hallow Pul,Kurla",Lower Parel West,19.07617,72.87992,965,70000,420000,72.5388601,435.2331606
9246,2 BHK, Apartments,"14,New Mhada Colony,Goregaon East",Goregaon East,19.1737,72.88584,860,24000,80000,27.90697674,93.02325581
9247,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1000,47000,200000,47,200
9248,2 BHK, Apartments,"10,Atur Park,Basant Garden,Chembur East",Chembur East,19.05104,72.90465,1100,52000,200000,47.27272727,181.8181818
9249,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,900,34000,150000,37.77777778,166.6666667
9250,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,920,41000,200000,44.56521739,217.3913043
9251,2 BHK, Apartments,manpada,Thane,19.21833,72.97809,1050,26000,150000,24.76190476,142.8571429
9252,2 BHK, Apartments,NA,Ghatkopar East,19.0796,72.907,1200,40000,160000,33.33333333,133.3333333
9253,2 BHK, Apartments,Bhandup West,Bhandup West,19.15099,72.93153,955,34000,150000,35.60209424,157.0680628
9254,2 BHK, Apartments,Mahim,Mahim West,19.03515,72.84045,1050,70000,350000,66.66666667,333.3333333
9255,2 BHK, Apartments,"LBS Marg, Ghatkopar West",Ghatkoparwest,19.0896,72.90826,1200,47000,250000,39.16666667,208.3333333
9256,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1050,47000,200000,44.76190476,190.4761905
9257,2 BHK, Apartments,Prabhadevi,Prabhadevi,19.01585,72.828,910,70000,500000,76.92307692,549.4505495
9258,2 BHK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,750,23000,100000,30.66666667,133.3333333
9259,2 BHK, Apartments,"Shiv Sagar Heritage, Indira Nagar, Tilak Nagar, Kurla",Tilak Nagar,19.06827,72.89733,900,52000,200000,57.77777778,222.2222222
9260,2 BHK, Apartments,"Shell Colony Road, Shramjivi Nagar, Postal Colony, Chembur East",Chembur East,19.0638,72.89691,902,40000,200000,44.345898,221.72949
9261,2 BHK, Apartments,NA,Tilak Nagar,19.07598,72.87766,900,41000,150000,45.55555556,166.6666667
9262,2 BHK, Apartments,"Flower Valley, Runwal Nagar, Thane West, Thane,",Thane,19.20768,72.97252,1000,26000,150000,26,150
9263,2 BHK, Apartments,Prabhadevi,Prabhadevi,19.01585,72.828,1000,70000,400000,70,400
9264,2 BHK, Apartments,Ghatla,Chembur East,19.04992,72.9084,1100,47000,200000,42.72727273,181.8181818
9265,2 BHK, Apartments,Dadar,Dadar East,19.02132,72.84241,1100,70000,200000,63.63636364,181.8181818
9266,2 BHK, Apartments,"194,Chembur Gaothan,Chembur East",Chembur East,19.05806,72.8977,1100,52000,250000,47.27272727,227.2727273
9267,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,900,34000,100000,37.77777778,111.1111111
9268,2 BHK, Apartments,"Nahar Amrit Shakti, Powai",Powai,19.10761,72.89922,1150,46000,200000,40,173.9130435
9269,2 BHK, Apartments,"Tilak Nagar, Kurla East",Tilak Nagar,19.06827,72.89733,1050,40000,200000,38.0952381,190.4761905
9270,2 BHK, Apartments,"Sandu Garden, Chembur East",Chembur East,19.05596,72.89793,920,41000,200000,44.56521739,217.3913043
9271,2 BHK, Apartments,"Raunak Park, Kokanipada, Gawand Baug, Thane West, Thane",Thane,19.22318,72.9599,1020,26000,150000,25.49019608,147.0588235
9272,2 BHK, Apartments,"R City Mall, Lal Bahadur Shastri Road, Amrut Nagar, Ghatkopar West",Ghatkoparwest,19.09081,72.90767,1200,52000,200000,43.33333333,166.6666667
9273,2 BHK, Apartments,Bhandup West,Bhandup West,19.15099,72.93153,955,34000,150000,35.60209424,157.0680628
9274,2 BHK, Apartments,Matunga West,Matunga West,19.0282,72.84376,975,67000,300000,68.71794872,307.6923077
9275,2 BHK, Apartments,Wadala,Wadala East,19.01513,72.85806,955,65000,300000,68.06282723,314.1361257
9276,2 BHK, Apartments,"Chunabhatti, Vrindavan, Chunabhatti, Sion",Chunnabhatti East,19.05179,72.8673,850,40000,200000,47.05882353,235.2941176
9277,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,950,47000,200000,49.47368421,210.5263158
9278,2 BHK, Apartments,NA,Tilak Nagar,19.07598,72.87766,950,41000,200000,43.15789474,210.5263158
9279,2 BHK, Apartments,"Vartak Nagar, Thane West, Thane",Thane,19.20826,72.96101,1050,25000,100000,23.80952381,95.23809524
9280,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1000,46000,200000,46,200
9281,2 BHK, Apartments,"HDIL Dreams Co-operative Housing Society, Lal Bahadur Shastri Marg, Bhandup West",Bhandup West,19.14661,72.93904,870,34000,100000,39.08045977,114.9425287
9282,2 BHK, Apartments,"Chembur Colony, Chembur Colony, Chembur East",Chembur East,19.04494,72.89339,1200,47000,200000,39.16666667,166.6666667
9283,2 BHK, Apartments,"Sahakar Talkies, Indira Nagar, Tilak Nagar, Chembur East",Tilak Nagar,19.06827,72.89733,1000,52000,200000,52,200
9284,2 BHK, Apartments,Parel,Parel East,19.00216,72.84158,960,65000,300000,67.70833333,312.5
9285,2 BHK, Apartments,"Inder Tower, Kakasaheb Gadgil Marg, Dadar West, Dadar",Dadar West,19.01226,72.83349,700,65000,200000,92.85714286,285.7142857
9286,2 BHK, Apartments,NA,Tilak Nagar,19.07598,72.87766,950,40000,200000,42.10526316,210.5263158
9287,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,890,41000,200000,46.06741573,224.7191011
9288,2 BHK, Apartments,NA,Ghatkopar East,19.0796,72.907,1200,40000,160000,33.33333333,133.3333333
9289,2 BHK, Apartments,"Hyde Park, Ghodbunder Road, HyderPark Society, Manpada, Thane West, Thane",Thane,19.2265,72.9759,890,25000,100000,28.08988764,112.3595506
9290,2 BHK, Apartments,Bhandup West,Bhandup West,19.15099,72.93153,955,34000,150000,35.60209424,157.0680628
9291,2 BHK, Apartments,Dukes Factory Chembur,Chembur East,19.07598,72.87766,1250,46000,200000,36.8,160
9292,2 BHK, Apartments,"Sahakar Talkies, Indira Nagar, Tilak Nagar, Chembur East",Tilak Nagar,19.06827,72.89733,1000,52000,200000,52,200
9293,2 BHK, Apartments,Dadar,Dadar West,19.02132,72.84241,1100,65000,300000,59.09090909,272.7272727
9294,2 BHK, Apartments,"Inder Tower, Kakasaheb Gadgil Marg, Dadar West, Dadar",Dadar West,19.01226,72.83349,700,65000,200000,92.85714286,285.7142857
9295,2 BHK, Apartments,"Shell Colony Road, Shramjivi Nagar, Postal Colony, Chembur East",Chembur East,19.0638,72.89691,902,40000,200000,44.345898,221.72949
9296,2 BHK, Apartments,"Sandu Garden, Chembur East",Chembur East,19.05596,72.89793,920,41000,200000,44.56521739,217.3913043
9297,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1000,45000,200000,45,200
9298,2 BHK, Apartments,"Vartak Nagar, Thane West, Thane",Thane,19.21833,72.97809,1020,25000,100000,24.50980392,98.03921569
9299,2 BHK, Apartments,Sewri,Sewri West,18.99858,72.85473,750,65000,200000,86.66666667,266.6666667
9300,2 BHK, Apartments,Dukes Factory chembur,Chembur East,19.07598,72.87766,1050,46000,200000,43.80952381,190.4761905
9301,2 BHK, Apartments,surana building worli,Worli,19.01286,72.81921,900,65000,300000,72.22222222,333.3333333
9302,2 BHK, Apartments,"Diamond Garden, Chembur East",Chembur East,19.05349,72.89999,910,52000,200000,57.14285714,219.7802198
9303,2 BHK, Apartments,"Tilak Nagar, Kurla East",Tilak Nagar,19.06827,72.89733,1050,40000,200000,38.0952381,190.4761905
9304,2 BHK, Apartments,NG Royal Park Road,Kanjurmarg East,19.13045,72.93181,900,33000,100000,36.66666667,111.1111111
9305,2 BHK, Apartments,NA,Tilak Nagar,19.07598,72.87766,950,41000,200000,43.15789474,210.5263158
9306,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1100,45000,200000,40.90909091,181.8181818
9307,2 BHK, Apartments,"Vasant Vihar, Thane West, Thane",Thane,19.22451,72.9682,730,25000,100000,34.24657534,136.9863014
9308,2 BHK, Apartments,"Bhoiwada, Parel",Parel East,19.00484,72.84601,1250,63000,200000,50.4,160
9309,2 BHK, Apartments,"Chunabhatti, Vrindavan, Chunabhatti, Sion",Chunnabhatti East,19.05179,72.8673,850,40000,200000,47.05882353,235.2941176
9310,2 BHK, Apartments,Grant Road,Grant Road East,18.963,72.81757,690,65000,390000,94.20289855,565.2173913
9311,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1100,46000,300000,41.81818182,272.7272727
9312,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,920,40000,200000,43.47826087,217.3913043
9313,2 BHK, Apartments,"N-3/43,Nausena Vihar Road,Khalai Village,Vidyavihar Society,Ghatkopar West",Chembur East,19.0328,72.89635,900,50000,250000,55.55555556,277.7777778
9314,2 BHK, Apartments,NG Royal Park Road,Kanjurmarg East,19.13041,72.93179,900,33000,100000,36.66666667,111.1111111
9315,2 BHK, Apartments,NA,Chunnabhatti East,19.0517,72.869,1250,40000,160000,32,128
9316,2 BHK, Apartments,"Raunak Park, Kokanipada, Gawand Baug, Thane West, Thane",Thane,19.22318,72.9599,930,25000,150000,26.88172043,161.2903226
9317,2 BHK, Apartments,"Runwal Hills, Off Din Quarry Road, BS Ambedkar Nagar, Chembur East",Deonar,19.0447,72.91025,850,50000,250000,58.82352941,294.1176471
9318,2 BHK, Apartments,Wadala,Wadala West,19.01513,72.85806,1377,65000,390000,47.20406681,283.2244009
9319,2 BHK, Apartments,Parel,Parel West,19.00216,72.84158,850,63000,200000,74.11764706,235.2941176
9320,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1000,45000,250000,45,250
9321,2 BHK, Apartments,"Shell Colony Road, Shramjivi Nagar, Sahakar Nagar, Kurla East",Chembur East,19.06576,72.89364,987,40000,200000,40.52684904,202.6342452
9322,2 BHK, Apartments,NG Royal Park Road,Kanjurmarg East,19.13041,72.93179,900,33000,100000,36.66666667,111.1111111
9323,2 BHK, Apartments,NA,Sion East,19.0351,72.8663,1600,40000,160000,25,100
9324,2 BHK, Apartments,"Chembur Naka, Chembur East",Chembur East,19.04399,72.91025,950,45000,200000,47.36842105,210.5263158
9325,2 BHK, Apartments,vasant vihar,Thane,19.22451,72.9682,1000,25000,150000,25,150
9326,2 BHK, Apartments,Parel,Parel East,19.00216,72.84158,870,60000,200000,68.96551724,229.8850575
9327,2 BHK, Apartments,Prabhadevi,Prabhadevi,19.01585,72.828,1000,65000,300000,65,300
9328,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1000,45000,200000,45,200
9329,2 BHK, Apartments,Chandivali,Powai,19.10749,72.90176,1500,45000,300000,30,200
9330,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,960,40000,200000,41.66666667,208.3333333
9331,2 BHK, Apartments,"Sandu Garden, Chembur East",Chembur East,19.05594,72.89803,920,40000,200000,43.47826087,217.3913043
9332,2 BHK, Apartments,"Ganga Estate, Atur Park, Basant Garden, Chembur East",Chembur East,19.05147,72.90519,850,50000,250000,58.82352941,294.1176471
9333,2 BHK, Apartments,N G Royal Park Road,Kanjurmarg East,19.13041,72.93179,900,33000,100000,36.66666667,111.1111111
9334,2 BHK, Apartments,"Tropical Lagoon Complex, Thane West, Thane",Thane,19.07598,72.87766,1000,25000,100000,25,100
9335,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,725,33000,100000,45.51724138,137.9310345
9336,2 BHK, Apartments,"Lal Bahadur Shastri Marg, Ghatkopar West",Ghatkoparwest,19.0896,72.90826,820,45000,200000,54.87804878,243.902439
9337,2 BHK, Apartments,"Premier Road, Amar Nagar, Nav Pada, Kurla",Kurla West,19.07075,72.87814,1000,50000,200000,50,200
9338,2 BHK, Apartments,"R.K. Studio, V. N. Purav Marg, Chembur East",Chembur East,19.04809,72.90659,1000,45000,200000,45,200
9339,2 BHK, Apartments,Byculla,Byculla East,18.97184,72.84361,861,60000,200000,69.68641115,232.2880372
9340,2 BHK, Apartments,Prabhadevi,Prabhadevi,19.01585,72.828,1000,65000,200000,65,200
9341,2 BHK, Apartments,Kurla West,Kurla West,19.07075,72.87814,800,40000,200000,50,250
9342,2 BHK, Apartments,"Vijay Nagari, Thane West, Thane",Thane,19.2562,72.97379,950,25000,100000,26.31578947,105.2631579
9343,2 BHK, Apartments,NA,Ghatkopar East,19.0796,72.907,700,40000,160000,57.14285714,228.5714286
9344,2 BHK, Apartments,Deonar,Deonar,19.05076,72.91727,1100,45000,250000,40.90909091,227.2727273
9345,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,725,33000,100000,45.51724138,137.9310345
9346,2 BHK, Apartments,Worli,Worli,18.9872,72.82905,760,60000,150000,78.94736842,197.3684211
9347,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1245,62000,372000,49.79919679,298.7951807
9348,2 BHK, Apartments,"Powai, Raheja Vihar",Powai,19.11908,72.89512,1150,45000,200000,39.13043478,173.9130435
9349,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,1200,40000,200000,33.33333333,166.6666667
9350,2 BHK, Apartments,"Sahakar Talkies, Indira Nagar, Tilak Nagar, Chembur East",Tilak Nagar,19.06827,72.89733,1000,50000,200000,50,200
9351,2 BHK, Apartments,"Hyde Park, Ghodbunder Road, HyderPark Society, Manpada, Thane West, Thane",Thane,19.2265,72.9759,950,25000,150000,26.31578947,157.8947368
9352,2 BHK, Apartments,NA,Vidyavihar East,19.08,72.8988,700,40000,160000,57.14285714,228.5714286
9353,2 BHK, Apartments,"Premier Colony, Kurla West",Kurla West,19.07382,72.88773,920,40000,200000,43.47826087,217.3913043
9354,2 BHK, Apartments,"Unit 2,Lal Bahadur Shastri Road,Kismat Nagar,Kurla West",Dadar West,19.07656,72.87744,600,60000,200000,100,333.3333333
9355,2 BHK, Apartments,Worli,Worli,18.9872,72.82905,700,60000,300000,85.71428571,428.5714286
9356,2 BHK, Apartments,"Diamond Garden, Chembur East",Chembur East,19.0524,72.90232,1200,45000,200000,37.5,166.6666667
9357,2 BHK, Apartments,BDl Aura Ghatla Chembur East,Chembur East,19.0328,72.89635,900,50000,200000,55.55555556,222.2222222
9358,2 BHK, Apartments,NG Royal Park Road,Kanjurmarg East,19.13045,72.93181,900,33000,100000,36.66666667,111.1111111
9359,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,855,40000,200000,46.78362573,233.9181287
9360,2 BHK, Apartments,"Nahar Amrit Shakti, Powai",Powai,19.10761,72.89922,970,45000,200000,46.39175258,206.185567
9361,2 BHK, Apartments,"Vijay Vilas Road, Thane West, Thane",Thane,19.26521,72.97272,1000,25000,100000,25,100
9362,2 BHK, Apartments,Premier Colony,Kurla West,19.07382,72.88773,950,40000,200000,42.10526316,210.5263158
9363,2 BHK, Apartments,"Mahim Station, Shammi Nagar, Dharavi",Mahim West,19.04067,72.8466,700,45000,150000,64.28571429,214.2857143
9364,2 BHK, Apartments,"Unit 2,Lal Bahadur Shastri Road,Kismat Nagar,Kurla West",Tardeo,19.07644,72.87778,480,60000,360000,125,750
9365,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,1100,45000,200000,40.90909091,181.8181818
9366,2 BHK, Apartments,"RNA Continental, Subhash Nagar, Chembur East",Chembur East,19.05864,72.90421,888,50000,200000,56.30630631,225.2252252
9367,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,945,40000,200000,42.32804233,211.6402116
9368,2 BHK, Apartments,Kanjurmarg East,Kanjurmarg East,19.13169,72.9352,900,33000,100000,36.66666667,111.1111111
9369,2 BHK, Apartments,"I.I.T. Market, Powai",Powai,19.12786,72.91898,850,45000,300000,52.94117647,352.9411765
9370,2 BHK, Apartments,"Uthalsar, Thane West, Thane",Thane,19.20444,72.97632,1000,25000,100000,25,100
9371,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,900,45000,150000,50,166.6666667
9372,2 BHK, Apartments,Dadar,Dadar West,19.02132,72.84241,700,60000,300000,85.71428571,428.5714286
9373,2 BHK, Apartments,"Sindhi Society, Chembur East",Chembur East,19.04951,72.89066,1000,45000,200000,45,200
9374,2 BHK, Apartments,NG Royal Park Road,Kanjurmarg East,19.13045,72.93181,900,33000,100000,36.66666667,111.1111111
9375,2 BHK, Apartments,NA,Tilak Nagar,19.07598,72.87766,900,40000,200000,44.44444444,222.2222222
9376,2 BHK, Apartments,"59,Sindhi Society No 1 Road,Sindhi Society,Chembur East",Chembur East,19.05161,72.8901,1000,50000,200000,50,200
9377,2 BHK, Apartments,"Hiranandani Estate, Thane",Thane,19.25914,72.98444,1000,25000,100000,25,100
9378,2 BHK, Apartments,"Tilak Nagar, Kurla East",Tilak Nagar,19.06827,72.89733,836,40000,200000,47.84688995,239.2344498
9379,2 BHK, Apartments,Dadar West,Dadar West,19.0236,72.83781,850,60000,200000,70.58823529,235.2941176
9380,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,950,45000,200000,47.36842105,210.5263158
9381,2 BHK, Apartments,"Sindhi Society, Chembur East",Chembur East,19.0328,72.89635,700,45000,200000,64.28571429,285.7142857
9382,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,900,40000,200000,44.44444444,222.2222222
9383,2 BHK, Apartments,Jai Gopi Krishna Chembur,Chembur East,19.08446,72.87766,850,50000,200000,58.82352941,235.2941176
9384,2 BHK, Apartments,NG Royal Park Road,Kanjurmarg East,19.13045,72.93181,900,33000,100000,36.66666667,111.1111111
9385,2 BHK, Apartments,Vijay Annex,Thane,19.21833,72.97809,1000,25000,80000,25,80
9386,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,800,40000,200000,50,250
9387,2 BHK, Apartments,Powai,Powai,19.11968,72.90508,722,32000,100000,44.32132964,138.5041551
9388,2 BHK, Apartments,Chembur,Chembur East,19.06205,72.88344,1200,45000,200000,37.5,166.6666667
9389,2 BHK, Apartments,charni road,Charni Road East,19.07598,72.87766,630,60000,250000,95.23809524,396.8253968
9390,2 BHK, Apartments,"RNA Continental, Subhash Nagar, Chembur East",Chembur East,19.05864,72.90421,888,50000,200000,56.30630631,225.2252252
9391,2 BHK, Apartments,NA,Chembur East,19.07598,72.87766,960,40000,200000,41.66666667,208.3333333
9392,2 BHK, Apartments,Chembur East,Chembur East,19.0328,72.89635,855,40000,200000,46.78362573,233.9181287
9393,2 BHK, Apartments,"I.I.T. Market, Powai",Powai,19.12786,72.91898,850,45000,300000,52.94117647,352.9411765
